	review	rating
14857	Just awesome.	5
14858	Camera quality is very poorSound quality is also not upto the markBattery life is greatRedmi note 5 pro is far better than this one	4
14859	Camera is not okk what I expected, but mobile performance is good and battery is good	4
14860	Really super phone at this price tag.. recommend	5
14861	Front camera very bad quality, dual voLTE support requaired , & MIUI 10 update required	3
14862	Good but phone lags sometimes	3
14863	Mi is superb quality	5
14864	Orally good with this lrice	4
14865	It heats up a lot while charging. Hangs if small games are played like clash of clans and 8 ball pool,camera is not at all good.. photos are blurred if we zoom the picture clicked, battery goes down very soon. From 90% to 14 % in an hour, only screen is the advantage  best screen and HD display... headphones provided has good effect but too big  it won't fit in 👂 easily	1
14866	All Is good but camera is average	5
14867	Go with this but feel little Wight	5
14868	Mohammad Habibuddin	4
14869	Best phone ever#big screen with best battery and camera acts as cherry on cake#camera creates magic while clicking pics#bokeh effect is perfect#great speed of delivery recived within 24hour# flipkart service awsomeREAD MORE	5
14870	Away from samsung/iphone.....surprisingly great phone for its price !	4
14871	Nice mobile best buget phoe	5
14872	The best phone in 11 k category	5
14873	the phone is quite gud by means of battery capacity but the user interface is similar to all the rest xiaomi phone. It does not stand apart from any other xiaomi phone. The pucture quality is average.	3
14874	Ringer sound very bad	2
14875	overall good products	5
14876	Very long battery life and back camera also awesome. Sound quality is very good	5
14877	osm.phone value for money..READ MORE	5
14878	Good phone with reasonable price	5
14879	Battery life goodPictures quality averageSound quality average	3
14880	Very good phone from xiaomi.	4
14881	Bought this mobile not even a month ago. Battery is draining like anything. I don't know what to do. Pathetic.	2
14882	Sound quality is just satisfactory it would be much better & the display is very vibrant the picture are very rich in colour taken by the phones camera but over saturated contrast. Over all good	4
14883	Perfect phone in budget	5
14884	After going through all offers on different phones bought Q6 n Honor 6x out of this loved LG even though many complaining about the battery, camera and other like fingerprint sensor. Well to answer them firstly proud to see made in india tag. Then about finger print sensor don't feel necessity when you have face detection.Using other phone Lenovo K5 note with fingerprint sensor without face detection but found LG more confortable with size and overall premium looks. Haven't faced battery heating issue yet though back up seems to be fair which is similar on the big high priced phones. When i hold this device feels solid built quality and close to feeling of having i phone in hand. Though i never preferred expensive iphone where you have to pay for everything after paying hefty price for instrument which has actual manufacturing cost 1/10 th of offered price and still unable to share anyting directly to any other android phones. Only problem that im facing is accessories for this phone like scratch guard and covers hopefully will be available soon with options.Also found handsfree with product of old style which does not fit well in the ear ...should have been smaller in size with soft cone like samsung and other brands.Thanks to made in india LG and ofcourse Amazon for wonderful offer and phone .	5
14885	1.The phone is a bit thick and heavy in comparison to its competitors in the same budget segment.2.camera is ok.3.battery life is good.4.in this budget u could have better options than this eg-asus pro m1 which is better than this phone in terms of processor,battery and everythng else.	3
14886	i brought this phone thats full satisfyed	5
14887	what a LG Q6 mobile... I am really impressed with all its functions. Good branded phone with all great feature in very low cost. I am recommended others too	5
14888	Changing from samsung j7 prime to honor8x..	5
14889	Its a killer phone it look likes a stunner no one can beat Honor 8x in looksProcessorCameraLook6.5inc screenGlass back body2 4g simHisilcin kirin 7107 colors in notification lightTwo screen display view.Navigation loopI don't think any phine can beat this in midrange phones	5
14890	Within 10 days. I ve a Display problem.	3
14891	It's nice product	5
14892	Sexy phone gud battery backup. Very nyc phone	1
14893	I have gifted it to my father and it was so good and easy to use that he do not want any other after this	5
14894	Happy with quality delivered by Xiaomi with this phone when compared to price.After Exchanges and couple other offers i got this one around 8k and was extremely happy, also the person for whom i actually bought this phone is quite satisfied.	4
14895	Great battery backup.Great performance.Great picture qualityValue for money	5
14896	Amazing delivery from Amzaon. Perfect time of delivery. Good.LG Q6 best phone with exchange i got. Smart ph by LG. I love it. what a look sound picture the best.	5
14897	Excellent..	5
14898	Everything is fine but notch doesn't  works in application, shortcut rotation option is different in comparison of others. And led status is only with single white  color	5
14899	Gud phone with gud sound,camera n bttry life in this range	4
14900	Phone hangs after the use for a month.. overall it's a budget phone and cannot expect a lot from this	4
14901	Battery life- good, will go for one n half day once full charged.	5
14902	Mobile hit problem	1
14903	Best for this time and for price also	4
14904	I purchased this phone in August 2018. It was working perfectly fine but in November 2018 it stopped charging and I had to get it repaired from service Center.Pros:1. Battery life is good2. Screen size and quality is good.3. Signal strength is amazing4. You can play light gamesCons:1. It gets heated up quickly if you play heavy games like PUBG2. camera quality is not as expected. It only works well in daylight3. After Android Pie update I am experiencing some abnormal behaviour like images not displaying correctly.4. Though this is Android One phone but updates are received very late.5. Phone lags sometimes and heat up randomly. Need to restart it to fix this.6. Portrait mode is not effective as they claim in ads.Overall this phone seems to be over priced. It should be in the range of 10-12k.	3
14905	Product badhiya hai	4
14906	Best phones in this range	5
14907	Absolute beast in camera department , the 12+20 Sony sensor are just too good although the stock Mi camera needs some optimization , I prefer to use Google camera and the results are amazing! In terms of picture quality it's slightly better than the Poco F1	5
14908	Best Phone in this price range..... Excellent cameras with great battery back up...... Sound could be better but over all okay okay....	5
14909	Honor rockstar	5
14910	looking for buy just go for it 👍Today I received Nokia 6.1 plus mobile phone and this phone is amazing performance and build quality I am loving it 😍🙋👌👍READ MORE	5
14911	Great value for money...premium look..fantastic camera ..and it's not that big ...Latest Android..out of the box..everything is cool about the phone..I think nokia is back..The delivery from Amazon was good too..	5
14912	Nice phone with good look	5
14913	Hello friends i am writing the review for this mobile which i bought on october.firstly i wld say i got the delivery as promised by amazon.Let me start with the looks and design.its a well built and good looking mobile at this range,its feels little bit heavy but its acceptable as its has a metal body and a 4000mah battery.now lets move to the display ,camera,performance and battery life.i am not a gamer on the mobile but i think it will handle the games well.the display is very very crispy and clear and the notch looks wow(i wanted to buy a notch wala mobile).the rear camera is upto the mark for this range and its has all the effects needed i.e bokeh effect,slow motion,time lapse,portrait mode.the front camera is also good even if its a 8 mp camera.the battery takes abt 2hrs to charge and last for one and a half day with semi normal use(only i dont play any game but wifi is on for whole day).i also see movies and listen to the song.well if u r looking for a smart fone till 13k with a good battery backup then u can go for it.thumbs up i.e 4.5 stars out of 5 for this fone.well if u frnds find my review helpful don't forget to give me a thumbs up.thank you.	4
14914	Overall good product.	4
14915	Awesome phone i really like it. Face id work really fast, also fingerprint sensors. Back cam is super, front cam is okey. Super gaming experience no lagging in high graphics. Amazing battery performance..	4
14916	Mi product is good	5
14917	Very nice mobile for bigger screen 5.5'' with compet size mobile full vision Display ..	5
14918	Honar fantastic	5
14919	Nice product overall. Using it for almost a month now. No issues faced.	4
14920	Very Nice...	5
14921	I can only use samsung but first time use lg q6 . This phone was awsome	5
14922	Like - Looks and featuresDislike - Battery and size	5
14923	Good phone with good speed.but not good camera.Camera is low standard at this price.	3
14924	received product in good form.	5
14925	Got this device for 12500 after hdfc card offer and amazon pay offer. Pretty good device with good hardware.i would say its a highly underrated device. Selling numbers was less due to some omissions done by xiaomi. Otherwise this would have been the topper,if it had triple slots and headphone jack (same as a1).seen many reviews regarding sound.yes its correct upto an extent but its not that basic.sound is not good upto 75%volume but at 90%volume its pretty loud.and next main topic on reviews is battery backup.yes its low according to xiaomi standards.but for a medium or average user it lasts a day.for 1st day i got 5h abve screen on time with some basic needed apps.then i installed around 70apps and it was around 4h.for 3000mah its good.guys it support quickcharge 4 so buy a mi powerbank thats solved.charging time with basic apps was around 1hr 30mnts and after loading all apps it was around 1hr 50mnts with supplied normal charger.  And next thing people complain is proximity sensor issue,what i found is placement of sensor is weird so its better you place your phone according to that on ear. Ambient light sensor caliberation is not so good but not terrible.Pros1. Good display, clarity of display is awesome.eventhough i am used to samsungs amoled display then also i could not find any issues on this device2. Snapdragon 660! It is a real gem for this price.no lags or hiccups whatsoever till date with above 70apps installed.gaming is smooth and loading time is pretty less3. Call quality and signal reception is good.i am using 2 sims and no problem with it.4.android one! This may be a con for some people who loves tuned ui's.but to me using pure android is more preferred.5. Camera! Thats the selling point of this phone and it can produce really surprising images.i didnt expexted this much clarity and details from a xiaomi device.video recording details are good but there is a problem with focus.it try to focus frequently6. No heating problems while using utube or social media apps or medium gaming. Slightly got warm when i recorded a video. It cannot be called as heating7. Ir blaster is a good addition as phones around this price range skips that.8. Advantages of buying a phone without notch(except water drop notch) is you dont need to compromise on notifiction visibility and u will get certain additions like front flash.Cons1. Could have gone with a 3500mah battery.and you have not provided a fastcharger in box! Why? Selling a device for 17k and no fast charger in box.2. Currently prices for xiaomi mobiles are little high.for example redmi note 5 pro is a phone for only 13k and mi a2 15k.3. omission of headphone jack. What xiaomi! What research and development you do before releasing a product. In mi a1 jeadphone jack was the most loved feature.4. No sd card slot. If internal was 128gb then your(xiaomi) choice is right! But for a 64gb device you should have gone with triple slots. Please dont imitate apple with internals too!5. Eventhough its a android one device os updates on mi devices are slow. Nokia android one devices has started recieving pie update.6. Focus hunting issue while recording videoGuys eventhough it has some flaws this is the best choice if you get this for 15k or less.because it comes with a good midrange chipset and internals.nothing so bad as like on many reviews.display is adequatily bright,could have been a little more brighter when outdoors but its legible not bad. If you get good discount go for it without any second thought. i purchased red device and with light reflections it has a rose shade but at some angles its pure red😂😂.whatever i liked this device and highly reccomend this one!	5
14926	Good!!!!	5
14927	Display is best in class and no lag whatsoever	5
14928	Camera is pathetic. You will not recognise yourself when you take a selfie in this phone. Worst phone of mi may be	1
14929	Acha h	4
14930	Good phone. Better camera than MI A2. Good performance	5
14931	Best mobile. camera is awesome.	4
14932	have lagging and random reboot after updating to miui v10	3
14933	I have made payment through HDFC debit card 10% discount should be given to ne but no discount given	5
14934	Picture quality and sound quality is good but some issue with battery life	5
14935	Front camera - 3/5Rear cam- 5/5Good battery backup -4/5Display is not sharp as note 5 pro- 3.5/5Sound quality - 5/5Video recording -3.5/5Performance - 4.5/5Storage -3/5(if you're a heavy user go for 128gb)Charging 45% to 95% within 35 mins - 4/5Gaming -4/5Finger print sensor - 5/5	5
14936	Purchased in Amazon 2 weeks ago as of now no problem, works fine video Audio Camera etc.. no heating device problem, touch screen very good..Happy with this LG Q6	5
14937	Nice phone style	5
14938	Full display gives awesome viewing experienceNo lagNo heatingSimply awesome	5
14939	I like this phone..let see how many days ..it will..be a good phone.	5
14940	It's very nice smart phone.	5
14941	I like the picture quality in it	5
14942	Only display makes good .... But both camera quality is very poor in indoor and all conditions... Plz dont buy... Its not lg phone its a third class chinese phone. Battery backup is very worst...Amazon service is excellent returned and received my refunded immediately... Thanks to amazon	2
14943	honor 8x phone is very nice in every aspects like battery life, sound quality, looking wise, camera wise.... i am very happy with it.... i suggest to my all friends to buy this phone... thanks	5
14944	Moto has come out with a decent product	4
14945	Camera quality is not up to the mark, in this range there are so many options with better quality in everything	1
14946	Third clasd	1
14947	Facing technical issues within a month, phone charges max upto 90%, camera quality ok, No  pre-build gallery app, cult version of android	2
14948	a all rounder  phone in all expectREAD MORE	5
14949	Best product, picture quality is good, battery life exellent	5
14950	The camera is ok not good and there is heating issues but overall it good	4
14951	With in 3months phone gone .dead not working...	1
14952	Awsm product...fast delivery	3
14953	Reasonable price and decent quality with stock Android OS.	5
14954	One of the best fone at this range	5
14955	Good budget phone but camera should be improve	4
14956	Another good phone from Huawei. My past one is honor now again i am with same brand reason is i never felt my phone hanging.First thing it is very compact and can use it in a single handAwesome cool DisplaySuperb soundCamera is excellent againIn the begining i felt battery draining very fast but after an update battery back up is really good. Continuous usage of internet we can get battery backup more than 12 hours .Quick charging available after an update.Compare to F7 and V9 huawei p20 lite smaller and compact display.Dont confuse guys go with it.	5
14957	good cam, performance. prefer to buy.READ MORE	5
14958	This phone is very awesomeBuild quality is goodPhone is fully handyBattery backup is excellent as xiaomi every phone you can insert two sim card & sd card at same time there is a dedicated slot for sd card	5
14959	its too poor product .. not a single quality of phone is impressable..full to waste of money ..i feel like my money got trapped to buy this phone..	1
14960	Heating problem dont buy this product	1
14961	Suddenly phone has stopped working , pls share invoice copy .	3
14962	Awesome notch display looks like iphone x battery life is gud processor was work smoothly but price is to high picture quality was ok but not full hd	4
14963	heating problem while video call and browsing	2
14964	Amazing Mobile Phone..	4
14965	Camera - GoodBattery - GoodSound - AverageHeatsup on continuous usageHangsup then and there. I had redmi note 4 before and it never hanged.Overall Good phone for the price	3
14966	Batarey dri	5
14967	Best phone on this price	5
14968	After using it for 4-5 month's ,it's a decent one  I can suggest. Happy with it. Good battery life which is most Important. It works full one day with regular FB,Watsapp,Amazon eta and  even my daughter watches YouTube for 1 hrs .Speaker volume is good for car in case you need.camera an all are good.overall happy with the phone	4
14969	Osm battery are low	5
14970	Like,best processor and stock Android.but Price drop very sad😅	3
14971	nice and good productsREAD MORE	5
14972	Pros: Camera is good in both condition indoor and outdoor you can buy this if you love stock android with good camera only. And you need better security and performance and you don't like MI user interface,Look of this mobile is also Very niceCons:-1. Battery Performance :- Very irritating, from the initial time battery getting drain consecutively 😠 in plain new mobile ,double speed after installation of my previous application , fast charger is not provided with this mobile.2. Sound :- in Speaker sound is okay, but if you are in public place you can get irritated to listen caller voice over phone, you have to switch speaker to listen voice of caller during call conversation.In earphone you can listen music easily if you are at in your room, you can't hear properly sound if you are somewhere else from your home even though this device volume in 100%3. You can either charge this mobile or you can connect your earphone in one-time with extra provided connector for earphone, there is no jack for earphone or headphone, you have to buy a Bluetooth device to listen music.Over all MI A1 was better than this MI A2	3
14973	Nice sound quality	5
14974	Picture quality is very low. Colours are seen very dull. They aren't actual. Battery life is very low. Hardly it can spend a day. Not satisfied with this phone	1
14975	Good choice little costly	4
14976	Using this phone since 1 month and the phone delivers what it promises and the best thing is it's display and the in hand feel is excellent and it's touch sensitivity is better than any other Chinese brands and the processor is suitable for normal everyday use not good for people who likes to play heavy games otherwise it's good for normal users and battery life is also good it lasts a day with moderate to heavy usage ad charging speed is also good enough. Many people have complained about heating but it's not too much and manageable.Coming to the drawbacks it's the camera which are below average especially the front camera it's too much noise in photograph and the pictures taken indoors and under low light are not usable and the other thing which I don't like is the back design it looks like 5k thousand phone from behind due to its glossy plastic panel which is prone to scratches and fingerprint so back cover is necessary.So if you are looking for a phone with main priority on display, touch sensitivity with smooth operating experience this is a good option. Heavy gamers and camera lovers this phone is not suitable for you	4
14977	Build quality is ultimate. Screen is big advantage. Camera is nice.	5
14978	Nice Camera, premium look, light weight, handy, good performance. People comparing with phones like Redmi 4 will be disappointed in battery part only. Battery backup is good sufficient for a day for good use.Finger print is a miss but face unlock is working fine.	5
14979	It's big screen looks gud n slim but not handy ,sometimes it shows lag ...	4
14980	This is indeed one of the best budget smartphones .However the cameras are not that great.Screen is bright and crisp.Battery life is surprisingly good.EMUI is a little buggy.	4
14981	Third class phone	1
14982	camera is ok not the best.. front camera is below average also rear camera quality in low light is not good..front flash hota to better hota.. baaki sab thik hai	4
14983	budget phone everything is working good but the face detection sensor is not good.😣😭	3
14984	Must Buy Phone	5
14985	This Is Best Cell Phone	4
14986	Wonderful phone,great features and awesome look.	5
14987	Phone was nice in this price but so hitting problems .	1
14988	Mobile gets heated even using shatsapp and youtube. Forget about gaming. Front camera seems to be like VGA camera. Front camera is even worst than MI 7000 rs phone	2
14989	Good phone but delivery is very slow	4
14990	Excellent phone, excellent camera, no hanging problem	5
14991	Excellent phone. That too in exchange of old phone cost very less to me. Thanks Amazon, the best site for purchasing.	5
14992	Great mobile This mobile awesome. Camera quality is very good and battery power is best. Look of mobile is nice .	5
14993	The front camera is worst ever I have seen in any redmi mobiles.Wanting to return the product..Any one help me whether anyone have same issue with front camera or did I got the defective product..?	1
14994	Pros:1.Excellent Display.2.Premium Built.3.No Lags, good performance.4.Dedicated Micro SD card slot.5.Front camera suits selfie lovers.Cons:1.Average Battery(Max 20 hrs for an average user and Max 8 hrs for an extensive user).2.Phone restarts if you replace sim card(Too old and obsolete).New phones don't require a restart at all these days.3.No dual 4G standby.Example: If you are using 1 Jio Sim and 1 Airtel 4G sim, then you cant use 4G on both networks at the same time.You will have to switch off Jio to use Airtel 4G.	3
14995	Excellent Product .	5
14996	Good stylish mobile	4
14997	Very buy. Some issues are there like proximity sensor not up to mark. But very at this price	5
14998	Worest mobile sound quality very bad	1
14999	Please dont buy this product.its useless.and amazon service is also worst.	3
15000	Good phone with the latest features in the market, draw back is the camera clarity	5
15001	Design is excellent	5
15002	I have observed it charge phone very quickly but same way it consumes battery. Rest phone is verygood	5
15003	Everything is fine except battery	4
15004	Earphone stopped working within 3months...wonder how long the phone will last...	2
15005	Awesome phone. Touch good. Front cam good. Need to increase rear cam. Overall good	5
15006	Like quality of image and dislike battery life	4
15007	Looks are extraordinary!! Camera not up to the mark.	4
15008	Satisfied with features according to range of phone.Like the performance of phone. Phone look is very nice and very handy.	4
15009	No other fon has got better display in this price segment... I got it for 15k after exchanging it for an old samsung galaxy s duos during a sale. Camera is good... Performs best in outdoor conditions. Battery life is also good. In hand feel is great... Sleek and stylish. I chose the blue colour variant... And its absolutely gorgeous.	5
15010	Only negative is its poor battery life. Otherwise this is a quality phone.	5
15011	Good call quality. Best camera.. awesome look & performance...👍	5
15012	My honor8x is super top experience. And the best phone I have used...... Love it	5
15013	The back camera is not good as expexted	3
15014	Super budget mobile	5
15015	Lagging phone	3
15016	Good MobileGreat ScreenGood face recognitionFornt facing camera good quality &100°wilde selfie	4
15017	REDMI 6 Pro, is one of the best phones with all the essential features. I feel it is actually under priced as per the specs and features. Battery life is good.  Overall its the best phone in this segment.	5
15018	You best mobile	4
15019	Have received the phone within 18hrs of ordering, kudos to Amazon for an excellent delivery.The phone is however lacklustre, could have improved a bit such as the phone takes space and has only on-screen navigation.When talking to someone the phone automatically goes to screen saver mode and doesn't display the options untill after you disconnect the call.The battery and the performance of the phone very good with the high speed processor. Camera quality is same as the old Nokia 6 despite adding the Zeiss lens(no added advantage). The option of 4k video recording is an improvement. The fingerprint sensor works decently fast as well.	3
15020	My phone's touch id not properly working.. Some part of phone and key pad is not working.. Firdt time, I am facing this . I am a regular cudtomer of amaxon.	1
15021	Pros:1. Sturdy (experienced many times!)2. Nicely water resistant (experienced many times!)3. Timely updates (Most of the time)Cons:1. Starts hanging after a month of use (I am not a gamer. I have absolutely no games on this phone. Yet it sometimes hangs badly.)2. Battery capacity is receding slowly. (Although it is not significant right now, it has been just 2 months of moderate use. With half brightness and low to moderate usage, the battery drops by 60-70% in 5-6 hours. And it has just been 2 months. And it is Nokia !)	3
15022	If you planning to buy it for playing PUBG like me than don't go for it. Its horrible for playing PUBG in it.. It can't even give stable game more than 30 FPS. First of all it can't give 'HD' play in the game settings. Secondly you will have to be settled with 'smooth and balanced'. I setup the graphics at 'Smooth-medium' but the game lagged a lot. If you are buying it for other than playing PUBG than go for it or else for PUBG its a total waste of money. Better go for handsets with Helio P60...READ MORE	1
15023	When i purchased this phone then i some suspension but when i unbox it then i really very likeCamera, desgin, battery backup is too much good	5
15024	While purchasing there was an option for 10% discount. Nor was it applied during purchase nor credit to my account till date	2
15025	I am happy to buy this mobile ..I buy this mobile 7785 rupees with exchange my old mobile in Amazon grate indian festival...1st easy to fit my hand ...Display and colour quality is very very super ...All sensor's works too good...The battery is excellent ... I am continuously used the mobile 3 hours the battery is 15 parentage ilow ..Back camera and front camera  is too good only in outdoor .. but Indore side booth camera quality is poor ...Heavy applications are smoothly work ..No hanking problem ... No heating issue ....All applications fastly open ...Volte Call quality is very good ... Clear sound call quality ...Finally ia rate to this mobile 8.5 out of 10 ...	5
15026	Screen issue is there	1
15027	All	5
15028	I am using honor phone since 2 years and i have full faith over this brand.Honor 8x my newbie and its amazingly superb.Royal look in blue	5
15029	Very smooth phone...Picture quality is fine..no stability for videos and battery is good as when normally used it goes to 2 days without charging!	5
15030	Best product Of the year	5
15031	Better buy in this price range... Standard battery life.. Grt display .. Heating isue is a drawbak	4
15032	Notch is not much good. Other functions are same as reddish y2. All other things are good enough.	3
15033	A decent phone and packed with all essential requirements also budget friendly..!!	5
15034	Seriously if i say i did not like the phone. the name sake notch is another useless feature it like you have that or do not have means the same.Honestly if i say i would not recommend this phone.	2
15035	Every things might be plus or minus but overall look is quiet fuddu.. I don't liked it.. Bad purchase.	1
15036	I have used this mobile last 2 days, over all it is good.	4
15037	Best phone in the price range,It's a good deal.Screen is awesome,Battery is long lasting,Sound is decent.Great processor,Camera could be better with future updates	5
15038	Good product from Mi	4
15039	I recently got this phone used a week, its was such a amazing phntheir are also super options included.And camera was marvellous.Battery was NYCDisplay was tooo superbThe design was very attractive....It was a worthy phn...	5
15040	Nice battry...average camera...sound can be better...no heating...no hang.. Looks awsome...gives premium feel..considering price.. Worth buing ...go for it guys	4
15041	I got this phone at a very good price..thanks Amazon	5
15042	Nice product, minus battery performance.	5
15043	Awesome mobile and screen is very good not big small good looking	5
15044	Very nice picture quality and affordable price...just go for it.	5
15045	first & foremost i  like stunning IPS disply, more over mobile is very handy with 18:9 ratio, camera is fine and not so good or bad, i wouldn't see that much of Battery drain, reading reviews  i'm worry about battery but in real time my experience, a moderate user can manage up to 15-18hours, in final i will suggest it is not a great option to heavy gamers and high multitasking users and getting it for 14k is not worthy instead go for exchange option get around 8k-9k is fine.	4
15046	Missing audio jack, software problem, picture quality is good	4
15047	Except for the loudspeaker sound others are a big plus for tge mobile like battery, display, mobile design,etc	5
15048	Good battery life, value for money phone	5
15049	nice overall i lvit..nice sound good battery but camera selfie night low qulity .picture quality are good all set...gggg...nc..aa overall	5
15050	My phone glass broke with in 3 weeks even without falling down.. Waste build quality	2
15051	Don't buy this phone, simple check exchange value of this phone in Amazon you will shocking.	1
15052	Really good phone worth for money	5
15053	Need to improve pictures quality	5
15054	Battery is fabulous but camera is poor. Really poor	5
15055	A nice phone as per battery and display is. Concerned.Main drawback is that, in this phone we can use only one sim as 4G and another one will be 3G. So if you want to use internet, you cannot use it in the sim inserted in 3G slot. It will enable you to use internet in the 4G slim ONLY. Hence if you have internet in the sim inserted in 3G slot,then you have then you have to opt it as a 4G sim then only you can use the internet.The problem arises when you have one jio sim and another Airtel sim say for example, and if you want to use the internet in Airtel SIM then either you have to switch off the jio Sim and and make the Airtel sim as 4G in the settings provided or else  you have to use jio sim only for internet which is the major drawback i feel	4
15056	OVERALL Rating is 4 out of 5 but considering the price point with the display and rear camera LG offers. I would say this is a unique among the other brand at this price. 5 OUT OF 5.	5
15057	Good cost	4
15058	Its nice piece with reasonal price.	4
15059	No invoice bill with phone very bad camera quality is not good according to 12+20 mp dual rear and there is one time screen replacement warrantyBad experience for me	4
15060	Don't buy it so after one month earpiece not working. I bought it from shop	1
15061	awsome phone .just go for it without hesitation	5
15062	I like this screen and style type.. But when i play PUBGM its too much lagging	4
15063	Battery Getting heat everytime	2
15064	Product is good but there is some problem with notification sound.some time the notification bell doesn't ring.	5
15065	is the face recog. working at low light hours ?	3
15066	"Picture clicked have artificial look. Battery life is not that good.In addition slow delivery by ""Delhivery"" courier makes the experience of purchase from Amazon horrible."	3
15067	worst phone falthu display heavy weight getting so heatREAD MORE	1
15068	Number one in phones	5
15069	Best ever phone at this price range.	5
15070	Getting heat while charging and while running camera	3
15071	mobile is awesome and too slim set	5
15072	Night Mode of the phone is just awesome.	5
15073	Fabulous!!Awesome product loved it.Thank you!! Amazon for delivering me the product on time.	5
15074	Like product my redmi 6pro mobile netbanking is orderedIt is 50% cash back now plese	5
15075	Really very nice mobile and i like this mobile	4
15076	The product color is awesome and design	5
15077	It's very nice....to get all this facility in low cost...I loved it	5
15078	Amazing phone at this price. There is almost no reason not to buy it.	5
15079	Doing gudd till now...jst hv d issue wid UI, it's a bit complex.Overall a gud buy in this price range.	4
15080	It's server is good but brightness is very low in out door	3
15081	Very premium looking phone with good camera, sound and the best of all the display... And as always very good and prompt service by Amazon.	5
15082	Mobile look like very well battery performance is very but I'm not satisfying about earphone earphone sound quality is not good,.... Also earphone look like very poor like rs 100.....	4
15083	Battery not good ,cemara  good and hung problem	1
15084	It's very delicate. If you don't use a back cover, your device might get coated with water vapour of your residing in a region where it is cold climate. Which can even harm your device and further damage the mother board. Therefore, I recommend you to buy a case, a hard case back cover is suitable.	5
15085	Amazing display and avarage camera performance, i feel little bit slow in loading apps.. i used redmi note 3 earlier but comparing to six pro i feel redmi note 3 is little bit faster than six pro in app loading and performance, but other specs are awesome..	4
15086	Awesome Smartphone from MI	5
15087	Power on problem, Hang problem, outgoing voice problem	1
15088	Best beautiful display, very handy,sound quality good,camera good,looks premiumBattery backup may be improved.face recognition needs some improvement,	5
15089	ProsGood display and touchPremium lookNice battery back upGood finishing and good material used for phone as well as for accessariesConsCamera not as expected	4
15090	It is Good.	4
15091	Nice dual camera phoneSuperb speed and camera is great	5
15092	Battery life could have been little better and little disappointed with no 3.5 audio jack...It is dificil to use it with the adapter	4
15093	Back cam not gpoof	1
15094	Stylish but useless as a phone... consistent connectivity issue	1
15095	"""Small phone with a BIG display"""	4
15096	Osam phone disply is vrey clear hd plus and atractive look	4
15097	Very hiting problem  not respons amazan	1
15098	Battery back up is very low	3
15099	A good phone with great price	5
15100	Battery life not satisfiedPicture quality goodSound quality goodHead set hole not in not in this phone this one drawback	4
15101	Very very delicate mobile...	1
15102	Picture quality was an amazing....The battery power has no comparison...Love to buy...Satisfied Customer....	5
15103	hanging problem	3
15104	Wow Greet phone... Awesome design..	5
15105	Good deviceREAD MORE	5
15106	Within one month finger print senser stopped working battery backup gone worse	5
15107	Satisfactory performance in this budget	5
15108	It's an average phone with above average screen.Don't expect much from the phone	3
15109	Dil khush hogaya bhai bhut Accha awesome outstanding nice Dil khush hogaya bhai bhut Accha awesome outstanding nice 🇧🇹 and nice cemra	5
15110	Very good phone at the reasonable price	4
15111	Front Camera Makes background blur which looks bad	3
15112	Overall mid range phone battery life is good display is crispy phone is for selfie lovers	5
15113	Picture & sound quality is very good. Battery of the Mobile is more than 24hr. It is a awesome mobile.	5
15114	Edit after the Android Pie upgrade.so I flashed the phone before I installed the upgrade just so that I can have the fresh OS feeling .The phone is still a tank . I can feel my hand muscles growing after nearly 2 months of usage! The Pie upgrade now let's you play YouTube and videos around the notch area as well - Thank you for listening Motorola. The dual voLTE support is here but I have to say that it is giving me issues when I use both my Airtel and Jio sim together. I do not get S...READ MORE	5
15115	Very nice phone, pictures quality is awesome. Sound quality and battery life is also very good	5
15116	Awesome product ... Thanks amazone	5
15117	Very nice very good products	3
15118	Who never know about camera please don't wrong comment I am using this phone now and I hv s8 also belive me guys it's really awosum phone good camera with awosum focusing (ois)About network it's also good. battery also good	5
15119	Alarm  is very confusing.  It ring again n again after every 5 minute.  I can not close snooze.  Its automatically ring.	4
15120	Don't buy this phone..poor front camera quality..and battery life is also not good..u will get redmi note 6 by giving 1000 rupees extra.Also dont buy anything from amazon..they charged more price than others..	1
15121	battery performance is not good	3
15122	Affordable smart phone!!	5
15123	Good offer	5
15124	Vibrant Display with Super Fast Speed.Selfie shooter is better than Rear Shooter......👍👍👍Paisa Asool.READ MORE	5
15125	Images and sound are enough good though doesn't mean that the battery life should not be good for an Android phone.	3
15126	no EIS,4k	3
15127	Portrait mode only on rear camera, but in mobile specs its mentioned both front and rear camera portrait, misguide by mi,negligence by amazon	4
15128	One day battery life....	3
15129	Old processor, no magnetic sensor	3
15130	Best product under 15k worth the price	4
15131	Battery poor.. camera poor.... call interruption.. hang out automatically...	2
15132	Heating problem while downloading	2
15133	A really good product, Moto is champ, I like it, good sound, good mobile features, good battery, over all superb	4
15134	The phone is good for the money	5
15135	Excellent product from Redmi. Value for money.	5
15136	Except the battery life everything ig good at this price range.The charging point is also loose.	3
15137	The mobile is very attractive in looks.. And very easy to use. All shlukd use this mobile once as its very impressive... Thanks huawei for making the handset. And thanks to amazon for providing and delivering the item soon..	5
15138	Super Quality & Fast.	5
15139	Just amazing	5
15140	best display  phone in this range	5
15141	Camera and display quality is good	5
15142	Picture-amazing..shown in pic ..Sound-mindblowing....Battery-if it use regular den it lasts fr 1 day ..	4
15143	Its a good phone if u want a good picture quality under Rs 15000. But battery life is not that good.	5
